date,description,merchant,amount,type,payment_method,source,category,description_clean
2025-07-28,Subway food delivery,Subway,623.42,expense,Card,manual,Food,subway food delivery
2025-07-28,Acme Corp Payroll salary,Acme Corp Payroll,49800.0,income,Bank Transfer,csv_import,Salary,acme corp payroll salary
2025-07-28,Monthly salary - Employer Pvt Ltd,Employer Pvt Ltd,38400.0,income,NEFT,manual,Salary,monthly salary - employer pvt ltd
2025-07-28,UPI-Auto Rickshaw-4478,Auto Rickshaw,537.15,expense,Cash,excel_import,Transport,upi-auto rickshaw-4478
2025-07-28,UPI-Haldiram's-62982,Haldiram's,147.36,expense,Cash,manual,Food,upi-haldirams-62982
2025-07-29,Tata Power bill payment,Tata Power,1811.2,expense,Auto Debit,excel_import,Bills & Utilities,tata power bill payment
2025-07-29,Amazon Prime subscription,Amazon Prime,997.71,expense,Card,manual,Entertainment,amazon prime subscription
2025-07-29,Payment to Haldiram's,Haldiram's,330.99,expense,Card,csv_import,Food,payment to haldirams
2025-07-30,INOX monthly plan,INOX,940.08,expense,Card,csv_import,Entertainment,inox monthly plan
2025-07-30,Monthly rent payment,NoBroker Rent Pay,14589.97,expense,Net Banking,csv_import,Rent,monthly rent payment
2025-07-30,Fortis Hospital medicines,Fortis Hospital,2495.6,expense,Card,csv_import,Healthcare,fortis hospital medicines
2025-07-30,OYO Rooms booking,OYO Rooms,1699.16,expense,Card,csv_import,Travel,oyo rooms booking
2025-07-30,Payment to Local Clinic,Local Clinic,2557.53,expense,Cash,excel_import,Healthcare,payment to local clinic
2025-07-30,Payment to 1mg,1mg,2428.3,expense,Card,csv_import,Healthcare,payment to 1mg
2025-07-30,Airtel monthly bill,Airtel,2119.03,expense,Auto Debit,excel_import,Bills & Utilities,airtel monthly bill
2025-07-31,Bharat Petroleum recharge,Bharat Petroleum,1911.7,expense,Card,excel_import,Transport,bharat petroleum recharge
2025-07-31,DMart delivery,DMart,1309.98,expense,Card,excel_import,Groceries,dmart delivery
2025-07-31,UPI-School Fee Office-75083,School Fee Office,4410.63,expense,Net Banking,csv_import,Education,upi-school fee office-75083
2025-07-31,DMart delivery,DMart,3393.63,expense,Card,manual,Groceries,dmart delivery
2025-07-31,Payment to Amazon,Unknown,3029.25,expense,UPI,csv_import,Shopping,payment to amazon
2025-08-01,Salary credit August,Acme Corp Payroll,45300.0,income,Bank Transfer,manual,Salary,salary credit august
2025-08-01,McDonalds order #3284,McDonalds,567.31,expense,Card,excel_import,Food,mcdonalds order #3284
2025-08-01,NEFT-Company Payroll-18891,Company Payroll,106900.0,income,NEFT,csv_import,Salary,neft-company payroll-18891
2025-08-01,Monthly salary - HCL Salary,HCL Salary,109400.0,income,Bank Transfer,manual,Salary,monthly salary - hcl salary
2025-08-01,Payment to Nykaa,Nykaa,2917.21,expense,Card,manual,Personal Care,payment to nykaa
2025-08-01,Grocery - Zepto,Zepto,732.36,expense,UPI,excel_import,Groceries,grocery - zepto
2025-08-01,UPI-Subway-81674,Subway,291.44,expense,Card,excel_import,Food,upi-subway-81674
2025-08-01,NEFT-Employer Pvt Ltd-43469,Employer Pvt Ltd,96900.0,income,Bank Transfer,excel_import,Salary,neft-employer pvt ltd-43469
2025-08-02,UPI-MedPlus-62862,MedPlus,2693.74,expense,UPI,manual,Healthcare,upi-medplus-62862
2025-08-03,School Fee Office tuition fee,School Fee Office,7837.39,expense,Net Banking,manual,Education,school fee office tuition fee
2025-08-03,UPI-Cleartrip-36302,Cleartrip,19713.54,expense,Net Banking,manual,Travel,upi-cleartrip-36302
2025-08-03,Local Clinic consultation fee,Local Clinic,1436.94,expense,Cash,csv_import,Healthcare,local clinic consultation fee
2025-08-04,UPI-KFC-17988,KFC,549.06,expense,Card,excel_import,Food,upi-kfc-17988
2025-08-05,Municipal Water Board bill payment,Municipal Water Board,2106.68,expense,UPI,csv_import,Bills & Utilities,municipal water board bill payment
2025-08-05,Local Restaurant food delivery,Local Restaurant,161.45,expense,UPI,excel_import,Food,local restaurant food delivery
2025-08-05,Nykaa order #33602,Nykaa,3529.98,expense,Net Banking,csv_import,Shopping,nykaa order #33602
2025-08-05,Indian Oil recharge,Indian Oil,1195.35,expense,Cash,csv_import,Transport,indian oil recharge
2025-08-06,McDonalds dine in,McDonalds,355.76,expense,Cash,manual,Food,mcdonalds dine in
2025-08-06,Payment to Amazon Prime,Amazon Prime,309.63,expense,Card,excel_import,Entertainment,payment to amazon prime
2025-08-06,Health & Glow membership renewal,Health & Glow,2918.09,expense,UPI,manual,Personal Care,health  glow membership renewal
2025-08-06,Ajio order #38679,Ajio,4672.5,expense,Net Banking,manual,Shopping,ajio order #38679
2025-08-06,UPI-Steam-2467,Steam,1078.63,expense,Card,csv_import,Entertainment,upi-steam-2467
2025-08-07,Subway online order,Subway,1159.57,expense,Cash,manual,Food,subway online order
2025-08-07,Payment to Library,Library,1836.32,expense,UPI,csv_import,Education,payment to library
2025-08-07,Monthly rent payment,Landlord Transfer,18878.83,expense,Net Banking,csv_import,Rent,monthly rent payment
2025-08-07,LPG Gas Agency postpaid bill,LPG Gas Agency,2939.62,expense,Auto Debit,csv_import,Bills & Utilities,lpg gas agency postpaid bill
2025-08-07,Vodafone Idea bill payment,Vodafone Idea,2335.69,expense,UPI,excel_import,Bills & Utilities,vodafone idea bill payment
2025-08-07,IRCTC ride payment,IRCTC,1304.76,expense,Card,csv_import,Transport,irctc ride payment
2025-08-08,Cafe Coffee Day food delivery,Cafe Coffee Day,1049.25,expense,Cash,csv_import,Food,cafe coffee day food delivery
2025-08-08,Metro Card Recharge trip,Metro Card Recharge,2013.57,expense,UPI,manual,Transport,metro card recharge trip
2025-08-08,Tata Power monthly bill,Tata Power,3476.69,expense,Net Banking,excel_import,Bills & Utilities,tata power monthly bill
2025-08-08,Nykaa purchase,Nykaa,7763.34,expense,Card,manual,Shopping,nykaa purchase
2025-08-08,UPI-Local Coaching Center-11324,Local Coaching Center,4711.76,expense,UPI,excel_import,Education,upi-local coaching center-11324
2025-08-08,BSES Electricity postpaid bill,BSES Electricity,402.34,expense,Net Banking,csv_import,Bills & Utilities,bses electricity postpaid bill
2025-08-08,Cafe Coffee Day dine in,Cafe Coffee Day,750.02,expense,Card,csv_import,Food,cafe coffee day dine in
2025-08-08,Rapido trip,Rapido,583.63,expense,Cash,manual,Transport,rapido trip
2025-08-08,Subway food delivery,Subway,924.74,expense,UPI,csv_import,Food,subway food delivery
2025-08-08,Health & Glow service,Health & Glow,1166.52,expense,UPI,manual,Personal Care,health  glow service
2025-08-08,KFC food delivery,KFC,883.9,expense,Cash,csv_import,Food,kfc food delivery
2025-08-09,Payment to Subway,Subway,692.18,expense,Cash,csv_import,Food,payment to subway
2025-08-09,Haldiram's dine in,Haldiram's,1175.61,expense,Card,manual,Food,haldirams dine in
2025-08-09,Cleartrip hotel booking,Cleartrip,17401.61,expense,Net Banking,manual,Travel,cleartrip hotel booking
2025-08-09,Fuel - Rapido,Rapido,2429.28,expense,UPI,excel_import,Transport,fuel - rapido
2025-08-09,Local Coaching Center tuition fee,Local Coaching Center,9735.03,expense,UPI,csv_import,Education,local coaching center tuition fee
2025-08-09,Nykaa online shopping,Nykaa,7029.85,expense,Net Banking,manual,Shopping,nykaa online shopping
2025-08-09,Croma online shopping,Croma,5809.92,expense,Net Banking,csv_import,Shopping,croma online shopping
2025-08-10,Blinkit delivery,Blinkit,3131.31,expense,UPI,manual,Groceries,blinkit delivery
2025-08-10,Jio bill payment,Jio,3387.76,expense,UPI,csv_import,Bills & Utilities,jio bill payment
2025-08-10,Subway order #23018,Subway,565.14,expense,Cash,csv_import,Food,subway order #23018
2025-08-10,DMart delivery,DMart,1063.47,expense,UPI,excel_import,Groceries,dmart delivery
2025-08-10,INOX monthly plan,INOX,1179.8,expense,Net Banking,excel_import,Entertainment,inox monthly plan
2025-08-10,Spotify subscription,Spotify,1199.08,expense,Net Banking,excel_import,Entertainment,spotify subscription
2025-08-10,Haldiram's food delivery,Haldiram's,855.38,expense,UPI,manual,Food,haldirams food delivery
2025-08-11,Fuel - Bharat Petroleum,Bharat Petroleum,331.08,expense,Card,excel_import,Transport,fuel - bharat petroleum
2025-08-11,UPI-Zepto-36275,Zepto,3813.78,expense,Card,excel_import,Groceries,upi-zepto-36275
2025-08-11,Flipkart order #42500,Flipkart,1186.49,expense,UPI,csv_import,Shopping,flipkart order #42500
2025-08-11,Blinkit monthly groceries,Blinkit,3783.62,expense,UPI,csv_import,Groceries,blinkit monthly groceries
2025-08-11,Cleartrip flight ticket,Cleartrip,23570.12,expense,Card,excel_import,Travel,cleartrip flight ticket
2025-08-12,UPI-BSES Electricity-14607,BSES Electricity,263.13,expense,Auto Debit,excel_import,Bills & Utilities,upi-bses electricity-14607
2025-08-12,UPI-McDonalds-15985,McDonalds,1149.39,expense,UPI,manual,Food,upi-mcdonalds-15985
2025-08-13,Local Clinic medicines,Local Clinic,4114.56,expense,UPI,excel_import,Healthcare,local clinic medicines
2025-08-13,UPI-Local Kirana Store-93721,Local Kirana Store,3622.15,expense,UPI,csv_import,Groceries,upi-local kirana store-93721
2025-08-13,Jio monthly bill,Jio,2411.0,expense,Net Banking,manual,Bills & Utilities,jio monthly bill
2025-08-13,UPI-Nykaa-34827,Nykaa,1763.99,expense,Cash,csv_import,Personal Care,upi-nykaa-34827
2025-08-13,NEFT-NoBroker Rent Pay-31988,NoBroker Rent Pay,8574.25,expense,Net Banking,excel_import,Rent,neft-nobroker rent pay-31988
2025-08-13,Spotify movie tickets,Spotify,1170.04,expense,UPI,manual,Entertainment,spotify movie tickets
2025-08-13,HP Petrol Pump booking,HP Petrol Pump,501.68,expense,Cash,excel_import,Transport,hp petrol pump booking
2025-08-13,Swiggy dine in,Swiggy,215.32,expense,Card,manual,Food,swiggy dine in
2025-08-13,Zepto order #46156,Zepto,4397.22,expense,Cash,manual,Groceries,zepto order #46156
2025-08-14,Cleartrip booking,Cleartrip,15961.87,expense,Card,excel_import,Travel,cleartrip booking
2025-08-14,McDonalds order #23660,McDonalds,746.99,expense,Card,csv_import,Food,mcdonalds order #23660
2025-08-14,Netmeds consultation fee,Netmeds,1820.13,expense,Cash,csv_import,Healthcare,netmeds consultation fee
2025-08-14,Fortis Hospital medicines,Fortis Hospital,1847.62,expense,Card,manual,Healthcare,fortis hospital medicines
2025-08-14,Local Coaching Center course fee,Local Coaching Center,10226.36,expense,Net Banking,excel_import,Education,local coaching center course fee
2025-08-14,Fuel - HP Petrol Pump,HP Petrol Pump,598.5,expense,UPI,csv_import,Transport,fuel - hp petrol pump
2025-08-15,Housing Society rent transfer,Housing Society,8989.04,expense,Net Banking,csv_import,Rent,housing society rent transfer
2025-08-15,Unacademy tuition fee,Unacademy,339.84,expense,Card,csv_import,Education,unacademy tuition fee
2025-08-15,Health & Glow membership renewal,Health & Glow,1462.49,expense,Card,excel_import,Personal Care,health  glow membership renewal
2025-08-15,Starbucks food delivery,Starbucks,867.45,expense,Card,manual,Food,starbucks food delivery
2025-08-16,Rapido ride payment,Rapido,236.05,expense,Card,manual,Transport,rapido ride payment
2025-08-16,UPI-Subway-66875,Subway,110.21,expense,UPI,manual,Food,upi-subway-66875
2025-08-16,Health & Glow membership renewal,Health & Glow,2863.46,expense,Cash,manual,Personal Care,health  glow membership renewal
2025-08-16,Payment to Nykaa,Nykaa,2026.33,expense,Cash,manual,Personal Care,payment to nykaa
2025-08-16,Local Restaurant online order,Local Restaurant,1047.34,expense,UPI,manual,Food,local restaurant online order
2025-08-17,Auto-debit Vodafone Idea,Vodafone Idea,2573.49,expense,Auto Debit,excel_import,Bills & Utilities,auto-debit vodafone idea
2025-08-17,UPI-LPG Gas Agency-79541,LPG Gas Agency,3247.96,expense,Net Banking,csv_import,Bills & Utilities,upi-lpg gas agency-79541
2025-08-17,Netmeds consultation fee,Netmeds,2485.43,expense,Cash,manual,Healthcare,netmeds consultation fee
2025-08-17,Grocery - BigBasket,BigBasket,2418.03,expense,Cash,excel_import,Groceries,grocery - bigbasket
2025-08-17,NEFT-Housing Society-61648,Housing Society,22966.54,expense,Net Banking,csv_import,Rent,neft-housing society-61648
2025-08-17,Payment to Netflix,Netflix,840.3,expense,UPI,csv_import,Entertainment,payment to netflix
2025-08-17,Indian Oil ride payment,Indian Oil,1988.55,expense,Cash,excel_import,Transport,indian oil ride payment
2025-08-17,Blinkit monthly groceries,Blinkit,1053.36,expense,UPI,excel_import,Groceries,blinkit monthly groceries
2025-08-18,Apollo Pharmacy consultation fee,Apollo Pharmacy,433.78,expense,UPI,csv_import,Healthcare,apollo pharmacy consultation fee
2025-08-18,UPI-Local Salon-36171,Local Salon,1322.65,expense,Cash,excel_import,Personal Care,upi-local salon-36171
2025-08-18,LOCAL RESTAURANT ONLINE ORDER,Local Restaurant,1067.44,expense,Cash,manual,Food,local restaurant online order
2025-08-18,UPI-Zepto-97085,Zepto,2553.03,expense,Cash,manual,Groceries,upi-zepto-97085
2025-08-18,Haldiram's online order,Haldiram's,618.14,expense,Card,csv_import,Food,haldirams online order
2025-08-18,Payment to Health & Glow,Health & Glow,1991.57,expense,UPI,manual,Personal Care,payment to health  glow
2025-08-19,UPI-Dominos-28827,Dominos,976.42,expense,UPI,manual,Food,upi-dominos-28827
2025-08-19,Steam movie tickets,Steam,132.96,expense,Net Banking,manual,Entertainment,steam movie tickets
2025-08-19,Payment to Spotify,Spotify,1111.76,expense,Card,csv_import,Entertainment,payment to spotify
2025-08-19,Payment to School Fee Office,School Fee Office,8274.04,expense,Net Banking,manual,Education,payment to school fee office
2025-08-19,Cult.fit service,Cult.fit,2736.91,expense,Cash,manual,Personal Care,cultfit service
2025-08-20,Udemy tuition fee,Udemy,6869.24,expense,Net Banking,csv_import,Education,udemy tuition fee
2025-08-20,PVR CINEMAS MOVIE TICKETS,PVR Cinemas,601.08,expense,Net Banking,manual,Entertainment,pvr cinemas movie tickets
2025-08-20,Grocery - Reliance Fresh,Reliance Fresh,2234.91,expense,UPI,csv_import,Groceries,grocery - reliance fresh
2025-08-20,Metro Card Recharge ride payment,Metro Card Recharge,1266.57,expense,UPI,manual,Transport,metro card recharge ride payment
2025-08-20,Auto-debit Municipal Water Board,Municipal Water Board,3385.86,expense,UPI,csv_import,Bills & Utilities,auto-debit municipal water board
2025-08-20,Auto-debit Airtel,Airtel,2761.2,expense,UPI,excel_import,Bills & Utilities,auto-debit airtel
2025-08-21,UPI-Swiggy-91823,Swiggy,429.66,expense,Cash,manual,Food,upi-swiggy-91823
2025-08-21,  Fuel - Uber,Uber,1468.9,expense,Card,csv_import,Transport,fuel - uber
2025-08-21,Uber trip,Uber,2128.44,expense,Card,csv_import,Transport,uber trip
2025-08-21,Housing Society rent transfer,Housing Society,12114.66,expense,NEFT,csv_import,Rent,housing society rent transfer
2025-08-22,LPG Gas Agency monthly bill,LPG Gas Agency,1666.63,expense,UPI,manual,Bills & Utilities,lpg gas agency monthly bill
2025-08-22,NEFT-Housing Society-38185,Housing Society,9989.63,expense,NEFT,excel_import,Rent,neft-housing society-38185
2025-08-22,UPI-Haldiram's-76381,Haldiram's,965.13,expense,Cash,manual,Food,upi-haldirams-76381
2025-08-22,Goibibo hotel booking,Goibibo,3421.58,expense,Card,manual,Travel,goibibo hotel booking
2025-08-22,IRCTC trip,IRCTC,1248.62,expense,Cash,excel_import,Transport,irctc trip
2025-08-23,  NoBroker Rent Pay rent transfer,NoBroker Rent Pay,11470.46,expense,Net Banking,manual,Rent,nobroker rent pay rent transfer
2025-08-23,Reliance Trends purchase,Reliance Trends,6353.85,expense,Net Banking,excel_import,Shopping,reliance trends purchase
2025-08-23,Local Coaching Center course fee,Local Coaching Center,3253.34,expense,Card,manual,Education,local coaching center course fee
2025-08-24,Rent - NoBroker Rent Pay,NoBroker Rent Pay,15882.29,expense,Net Banking,manual,Rent,rent - nobroker rent pay
2025-08-24,Metro Card Recharge ride payment,Metro Card Recharge,711.2,expense,UPI,manual,Transport,metro card recharge ride payment
2025-08-25,Local Coaching Center subscription,Local Coaching Center,6649.61,expense,UPI,manual,Education,local coaching center subscription
2025-08-25,KFC dine in,KFC,693.71,expense,Cash,csv_import,Food,kfc dine in
2025-08-25,Grocery - Blinkit,Blinkit,2747.24,expense,UPI,manual,Groceries,grocery - blinkit
2025-08-25,DMart delivery,DMart,4037.17,expense,UPI,manual,Groceries,dmart delivery
2025-08-25,SonyLIV movie tickets,SonyLIV,952.78,expense,Net Banking,csv_import,Entertainment,sonyliv movie tickets
2025-08-25,Airtel monthly bill,Airtel,2239.89,expense,Auto Debit,manual,Bills & Utilities,airtel monthly bill
2025-08-25,Payment to McDonalds,McDonalds,851.83,expense,Cash,excel_import,Food,payment to mcdonalds
2025-08-25,Fuel - IRCTC,IRCTC,1837.27,expense,Cash,manual,Transport,fuel - irctc
2025-08-26,Payment to Decathlon,Decathlon,2531.07,expense,Card,excel_import,Shopping,payment to decathlon
2025-08-26,UPI-KFC-80099,KFC,353.94,expense,Cash,manual,Food,upi-kfc-80099
2025-08-26,UPI-Zepto-62398,Zepto,1071.7,expense,Cash,csv_import,Groceries,upi-zepto-62398
2025-08-26,Payment to Dominos,Dominos,1120.56,expense,Card,csv_import,Food,payment to dominos
2025-08-26,Municipal Water Board postpaid bill,Municipal Water Board,1154.12,expense,Net Banking,manual,Bills & Utilities,municipal water board postpaid bill
2025-08-27,  Croma online shopping,Croma,4977.22,expense,Net Banking,manual,Shopping,croma online shopping
2025-08-27,UPI-HP Petrol Pump-62654,HP Petrol Pump,1615.34,expense,Cash,excel_import,Transport,upi-hp petrol pump-62654
2025-08-27,Payment to Steam,Steam,1158.32,expense,Card,manual,Entertainment,payment to steam
2025-08-27,IRCTC recharge,IRCTC,2445.05,expense,Cash,manual,Transport,irctc recharge
2025-08-27,UPI-Vistara-15347,Vistara,5737.82,expense,Card,csv_import,Travel,upi-vistara-15347
2025-08-27,INOX subscription,INOX,456.46,expense,Net Banking,manual,Entertainment,inox subscription
2025-08-27,Lakme Salon membership renewal,Unknown,1699.69,expense,UPI,csv_import,Personal Care,lakme salon membership renewal
2025-08-27,Payment to Vistara,Unknown,3117.81,expense,Net Banking,csv_import,Travel,payment to vistara
2025-08-27,Ola ride payment,Ola,1125.59,expense,UPI,csv_import,Transport,ola ride payment
